title,BATTING,dismissed,R,B,M,4s,6s,SR
Gujarat Titans VS Chennai Super Kings,Wriddhiman Saha †,c †Dhoni b Chahar,54,39,63,5,1,138.46
Gujarat Titans VS Chennai Super Kings,Shubman Gill ,st †Dhoni b Jadeja,39,20,34,7,0,195.00
Gujarat Titans VS Chennai Super Kings,Sai Sudharsan ,lbw b Pathirana,96,47,58,8,6,204.25
Gujarat Titans VS Chennai Super Kings,Hardik Pandya (c),not out ,21,12,32,0,2,175.00
Gujarat Titans VS Chennai Super Kings,Rashid Khan ,c Gaikwad b Pathirana,0,2,2,0,0,0.00
Gujarat Titans VS Chennai Super Kings,Ruturaj Gaikwad ,c Rashid Khan b Noor Ahmad,26,16,30,3,1,162.50
Gujarat Titans VS Chennai Super Kings,Devon Conway ,c Sharma b Noor Ahmad,47,25,34,4,2,188.00
Gujarat Titans VS Chennai Super Kings,Shivam Dube ,not out ,32,21,49,0,2,152.38
Gujarat Titans VS Chennai Super Kings,Ajinkya Rahane ,c Shankar b Sharma,27,13,20,2,2,207.69
Gujarat Titans VS Chennai Super Kings,Ambati Rayudu ,c & b Sharma,19,8,8,1,2,237.50
Gujarat Titans VS Chennai Super Kings,MS Dhoni (c)†,c Miller b Sharma,0,1,1,0,0,0.00
Gujarat Titans VS Chennai Super Kings,Ravindra Jadeja ,not out ,15,6,14,1,1,250.00
Gujarat Titans VS Mumbai Indians,Wriddhiman Saha †,st †Ishan Kishan b Chawla,18,16,31,3,0,112.50
Gujarat Titans VS Mumbai Indians,Shubman Gill ,c David b Madhwal,129,60,86,7,10,215.00
Gujarat Titans VS Mumbai Indians,Sai Sudharsan ,retired out ,43,31,68,5,1,138.70
Gujarat Titans VS Mumbai Indians,Hardik Pandya (c),not out ,28,13,20,2,2,215.38
Gujarat Titans VS Mumbai Indians,Rashid Khan ,not out ,5,2,6,1,0,250.00
Gujarat Titans VS Mumbai Indians,Rohit Sharma (c),c Little b Mohammed Shami,8,7,17,1,0,114.28
Gujarat Titans VS Mumbai Indians,Nehal Wadhera ,c †Saha b Mohammed Shami,4,3,3,1,0,133.33
Gujarat Titans VS Mumbai Indians,Cameron Green , b Little,30,20,54,2,2,150.00
Gujarat Titans VS Mumbai Indians,Suryakumar Yadav , b Sharma,61,38,61,7,2,160.52
Gujarat Titans VS Mumbai Indians,Tilak Varma , b Rashid Khan,43,14,17,5,3,307.14
Gujarat Titans VS Mumbai Indians,Vishnu Vinod †,c Pandya b Sharma,5,7,19,0,0,71.42
Gujarat Titans VS Mumbai Indians,Tim David ,lbw b Rashid Khan,2,3,6,0,0,66.66
Gujarat Titans VS Mumbai Indians,Chris Jordan ,c Sai Sudharsan b Sharma,2,5,7,0,0,40.00
Gujarat Titans VS Mumbai Indians,Piyush Chawla ,c Miller b Sharma,0,2,5,0,0,0.00
Gujarat Titans VS Mumbai Indians,Kumar Kartikeya ,c Miller b Sharma,6,7,10,1,0,85.71
Mumbai Indians VS Lucknow Super Giants,Ishan Kishan †,c †Pooran b Yash Thakur,15,12,18,3,0,125.00
Mumbai Indians VS Lucknow Super Giants,Rohit Sharma (c),c Badoni b Naveen-ul-Haq,11,10,11,1,1,110.00
Mumbai Indians VS Lucknow Super Giants,Cameron Green , b Naveen-ul-Haq,41,23,38,6,1,178.26
Mumbai Indians VS Lucknow Super Giants,Suryakumar Yadav ,c Gowtham b Naveen-ul-Haq,33,20,29,2,2,165.00
Mumbai Indians VS Lucknow Super Giants,Tilak Varma ,c Hooda b Naveen-ul-Haq,26,22,43,0,2,118.18
Mumbai Indians VS Lucknow Super Giants,Tim David ,c Hooda b Yash Thakur,13,13,29,1,0,100.00
Mumbai Indians VS Lucknow Super Giants,Nehal Wadhera ,c Ravi Bishnoi b Yash Thakur,23,12,23,2,2,191.66
Mumbai Indians VS Lucknow Super Giants,Chris Jordan ,c Hooda b Mohsin Khan,4,7,7,0,0,57.14
Mumbai Indians VS Lucknow Super Giants,Hrithik Shokeen ,not out ,0,1,6,0,0,0.00
Mumbai Indians VS Lucknow Super Giants,Kyle Mayers ,c Green b Jordan,18,13,18,3,0,138.46
Mumbai Indians VS Lucknow Super Giants,Prerak Mankad ,c Shokeen b Madhwal,3,6,9,0,0,50.00
Mumbai Indians VS Lucknow Super Giants,Krunal Pandya (c),c David b Chawla,8,11,35,1,0,72.72
Mumbai Indians VS Lucknow Super Giants,Marcus Stoinis ,run out (David/†Ishan Kishan),40,27,45,5,1,148.14
Mumbai Indians VS Lucknow Super Giants,Ayush Badoni , b Madhwal,1,7,6,0,0,14.28
Mumbai Indians VS Lucknow Super Giants,Nicholas Pooran †,c †Ishan Kishan b Madhwal,0,1,1,0,0,0.00
Mumbai Indians VS Lucknow Super Giants,Deepak Hooda ,run out (Green/Madhwal/Sharma),15,13,26,0,1,115.38
Mumbai Indians VS Lucknow Super Giants,Krishnappa Gowtham ,run out (Sharma),2,3,3,0,0,66.66
Mumbai Indians VS Lucknow Super Giants,Ravi Bishnoi ,c Jordan b Madhwal,3,6,8,0,0,50.00
Mumbai Indians VS Lucknow Super Giants,Naveen-ul-Haq ,not out ,1,5,10,0,0,20.00
Mumbai Indians VS Lucknow Super Giants,Mohsin Khan , b Madhwal,0,7,8,0,0,0.00
Chennai Super Kings VS Gujarat Titans,Ruturaj Gaikwad ,c Miller b Sharma,60,44,48,7,1,136.36
Chennai Super Kings VS Gujarat Titans,Devon Conway ,c Rashid Khan b Mohammed Shami,40,34,74,4,0,117.64
Chennai Super Kings VS Gujarat Titans,Shivam Dube , b Noor Ahmad,1,3,4,0,0,33.33
Chennai Super Kings VS Gujarat Titans,Ajinkya Rahane ,c Shubman Gill b Nalkande,17,10,15,0,1,170.00
Chennai Super Kings VS Gujarat Titans,Ambati Rayudu ,c Shanaka b Rashid Khan,17,9,15,1,1,188.88
Chennai Super Kings VS Gujarat Titans,Ravindra Jadeja , b Mohammed Shami,22,16,25,2,0,137.50
Chennai Super Kings VS Gujarat Titans,MS Dhoni (c)†,c Pandya b Sharma,1,2,4,0,0,50.00
Chennai Super Kings VS Gujarat Titans,Moeen Ali ,not out ,9,4,7,0,1,225.00
Chennai Super Kings VS Gujarat Titans,Wriddhiman Saha †,c Pathirana b Chahar,12,11,14,2,0,109.09
Chennai Super Kings VS Gujarat Titans,Shubman Gill ,c Conway b Chahar,42,38,58,4,1,110.52
Chennai Super Kings VS Gujarat Titans,Hardik Pandya (c),c Jadeja b Theekshana,8,7,12,1,0,114.28
Chennai Super Kings VS Gujarat Titans,Dasun Shanaka ,c Theekshana b Jadeja,17,16,12,1,1,106.25
Chennai Super Kings VS Gujarat Titans,David Miller , b Jadeja,4,6,11,0,0,66.66
Chennai Super Kings VS Gujarat Titans,Vijay Shankar ,c Gaikwad b Pathirana,14,10,30,0,1,140.00
Chennai Super Kings VS Gujarat Titans,Rahul Tewatia , b Theekshana,3,5,8,0,0,60.00
Chennai Super Kings VS Gujarat Titans,Rashid Khan ,c Conway b Deshpande,30,16,26,3,2,187.50
Chennai Super Kings VS Gujarat Titans,Darshan Nalkande ,run out (sub [SP Senapati]),0,1,1,0,0,0.00
Chennai Super Kings VS Gujarat Titans,Noor Ahmad ,not out ,7,5,14,1,0,140.00
Chennai Super Kings VS Gujarat Titans,Mohammed Shami ,c Chahar b Pathirana,5,5,8,1,0,100.00
Royal Challengers Bangalore VS Gujarat Titans,Virat Kohli ,not out ,101,61,102,13,1,165.57
Royal Challengers Bangalore VS Gujarat Titans,Faf du Plessis (c),c Tewatia b Noor Ahmad,28,19,35,5,0,147.36
Royal Challengers Bangalore VS Gujarat Titans,Glenn Maxwell , b Rashid Khan,11,5,7,1,1,220.00
Royal Challengers Bangalore VS Gujarat Titans,Mahipal Lomror ,st †Saha b Noor Ahmad,1,3,5,0,0,33.33
Royal Challengers Bangalore VS Gujarat Titans,Michael Bracewell ,c & b Mohammed Shami,26,16,26,5,0,162.50
Royal Challengers Bangalore VS Gujarat Titans,Dinesh Karthik ,c †Saha b Yash Dayal,0,1,2,0,0,0.00
Royal Challengers Bangalore VS Gujarat Titans,Anuj Rawat †,not out ,23,15,30,1,1,153.33
Royal Challengers Bangalore VS Gujarat Titans,Wriddhiman Saha †,c Parnell b Mohammed Siraj,12,14,15,2,0,85.71
Royal Challengers Bangalore VS Gujarat Titans,Shubman Gill ,not out ,104,52,97,5,8,200.00
Royal Challengers Bangalore VS Gujarat Titans,Vijay Shankar ,c Kohli b Vyshak,53,35,53,7,2,151.42
Royal Challengers Bangalore VS Gujarat Titans,Dasun Shanaka ,c sub (SS Prabhudessai) b Patel,0,3,5,0,0,0.00
Royal Challengers Bangalore VS Gujarat Titans,David Miller ,c sub (SS Prabhudessai) b Mohammed Siraj,6,7,12,1,0,85.71
Royal Challengers Bangalore VS Gujarat Titans,Rahul Tewatia ,not out ,4,5,12,0,0,80.00
Sunrisers Hyderabad VS Mumbai Indians,Vivrant Sharma ,c sub (Ramandeep Singh) b Madhwal,69,47,69,9,2,146.80
Sunrisers Hyderabad VS Mumbai Indians,Mayank Agarwal ,c †Ishan Kishan b Madhwal,83,46,84,8,4,180.43
Sunrisers Hyderabad VS Mumbai Indians,Heinrich Klaasen †, b Madhwal,18,13,31,2,0,138.46
Sunrisers Hyderabad VS Mumbai Indians,Glenn Phillips ,c Kartikeya b Jordan,1,4,8,0,0,25.00
Sunrisers Hyderabad VS Mumbai Indians,Aiden Markram (c),not out ,13,7,19,0,1,185.71
Sunrisers Hyderabad VS Mumbai Indians,Harry Brook , b Madhwal,0,1,2,0,0,0.00
Sunrisers Hyderabad VS Mumbai Indians,Sanvir Singh ,not out ,4,3,8,1,0,133.33
Sunrisers Hyderabad VS Mumbai Indians,Ishan Kishan †,c Brook b Kumar,14,12,14,1,1,116.66
Sunrisers Hyderabad VS Mumbai Indians,Rohit Sharma (c),c Nitish Kumar Reddy b Dagar,56,37,72,8,1,151.35
Sunrisers Hyderabad VS Mumbai Indians,Cameron Green ,not out ,100,47,85,8,8,212.76
Sunrisers Hyderabad VS Mumbai Indians,Suryakumar Yadav ,not out ,25,16,27,4,0,156.25
Lucknow Super Giants VS Kolkata Knight Riders,Karan Sharma ,c Thakur b Harshit Rana,3,5,15,0,0,60.00
Lucknow Super Giants VS Kolkata Knight Riders,Quinton de Kock †,c Russell b Varun,28,27,55,0,2,103.70
Lucknow Super Giants VS Kolkata Knight Riders,Prerak Mankad ,c Harshit Rana b Arora,26,20,22,5,0,130.00
Lucknow Super Giants VS Kolkata Knight Riders,Marcus Stoinis ,c Iyer b Arora,0,2,5,0,0,0.00
Lucknow Super Giants VS Kolkata Knight Riders,Krunal Pandya (c),c Singh b Narine,9,8,13,0,1,112.50
Lucknow Super Giants VS Kolkata Knight Riders,Ayush Badoni ,c Thakur b Narine,25,21,42,2,1,119.04
Lucknow Super Giants VS Kolkata Knight Riders,Nicholas Pooran ,c Iyer b Thakur,58,30,42,4,5,193.33
Lucknow Super Giants VS Kolkata Knight Riders,Krishnappa Gowtham ,not out ,11,4,9,1,1,275.00
Lucknow Super Giants VS Kolkata Knight Riders,Ravi Bishnoi , b Thakur,2,2,3,0,0,100.00
Lucknow Super Giants VS Kolkata Knight Riders,Naveen-ul-Haq ,not out ,2,3,3,0,0,66.66
Lucknow Super Giants VS Kolkata Knight Riders,Jason Roy , b Pandya,45,28,44,7,1,160.71
Lucknow Super Giants VS Kolkata Knight Riders,Venkatesh Iyer ,c Ravi Bishnoi b Gowtham,24,15,25,3,1,160.00
Lucknow Super Giants VS Kolkata Knight Riders,Nitish Rana (c),c Pandya b Ravi Bishnoi,8,10,13,1,0,80.00
Lucknow Super Giants VS Kolkata Knight Riders,Rahmanullah Gurbaz †,c Ravi Bishnoi b Yash Thakur,10,15,25,0,0,66.66
Lucknow Super Giants VS Kolkata Knight Riders,Rinku Singh ,not out ,67,33,62,6,4,203.03
Lucknow Super Giants VS Kolkata Knight Riders,Andre Russell , b Ravi Bishnoi,7,9,13,0,1,77.77
Lucknow Super Giants VS Kolkata Knight Riders,Shardul Thakur ,c Mankad b Yash Thakur,3,7,14,0,0,42.85
Lucknow Super Giants VS Kolkata Knight Riders,Sunil Narine ,run out (Naveen-ul-Haq/†de Kock),1,2,4,0,0,50.00
Lucknow Super Giants VS Kolkata Knight Riders,Vaibhav Arora ,not out ,1,1,15,0,0,100.00
Chennai Super Kings VS Delhi Capitals,Ruturaj Gaikwad ,c Rossouw b Sakariya,79,50,68,3,7,158.00
Chennai Super Kings VS Delhi Capitals,Devon Conway ,c Aman Hakim Khan b Nortje,87,52,90,11,3,167.30
Chennai Super Kings VS Delhi Capitals,Shivam Dube ,c Lalit Yadav b Ahmed,22,9,21,0,3,244.44
Chennai Super Kings VS Delhi Capitals,MS Dhoni (c)†,not out ,5,4,14,0,0,125.00
Chennai Super Kings VS Delhi Capitals,Ravindra Jadeja ,not out ,20,7,12,3,1,285.71
Chennai Super Kings VS Delhi Capitals,Prithvi Shaw ,c Rayudu b Deshpande,5,7,8,1,0,71.42
Chennai Super Kings VS Delhi Capitals,David Warner (c),c Gaikwad b Pathirana,86,58,92,7,5,148.27
Chennai Super Kings VS Delhi Capitals,Phil Salt †,c Rahane b Chahar,3,6,17,0,0,50.00
Chennai Super Kings VS Delhi Capitals,Rilee Rossouw , b Chahar,0,1,2,0,0,0.00
Chennai Super Kings VS Delhi Capitals,Yash Dhull ,c Deshpande b Jadeja,13,15,25,1,0,86.66
Chennai Super Kings VS Delhi Capitals,Axar Patel ,c Gaikwad b Chahar,15,8,15,1,1,187.50
Chennai Super Kings VS Delhi Capitals,Aman Hakim Khan ,c Ali b Pathirana,7,9,17,1,0,77.77
Chennai Super Kings VS Delhi Capitals,Lalit Yadav ,c Ali b Theekshana,6,12,16,0,0,50.00
Chennai Super Kings VS Delhi Capitals,Anrich Nortje ,not out ,0,1,10,0,0,0.00
Chennai Super Kings VS Delhi Capitals,Kuldeep Yadav ,lbw b Theekshana,0,1,2,0,0,0.00
Punjab Kings VS Rajasthan Royals,Prabhsimran Singh ,c & b Boult,2,2,3,0,0,100.00
Punjab Kings VS Rajasthan Royals,Shikhar Dhawan (c),lbw b Zampa,17,12,31,2,1,141.66
Punjab Kings VS Rajasthan Royals,Atharva Taide ,c Padikkal b Saini,19,12,19,3,1,158.33
Punjab Kings VS Rajasthan Royals,Liam Livingstone , b Saini,9,13,16,1,0,69.23
Punjab Kings VS Rajasthan Royals,Sam Curran ,not out ,49,31,72,4,2,158.06
Punjab Kings VS Rajasthan Royals,Jitesh Sharma †,c sub (D Ferreira) b Saini,44,28,36,3,3,157.14
Punjab Kings VS Rajasthan Royals,M Shahrukh Khan ,not out ,41,23,31,4,2,178.26
Punjab Kings VS Rajasthan Royals,Yashasvi Jaiswal ,c sub (R Dhawan) b Ellis,50,36,72,8,0,138.88
Punjab Kings VS Rajasthan Royals,Jos Buttler ,lbw b Rabada,0,4,7,0,0,0.00
Punjab Kings VS Rajasthan Royals,Devdutt Padikkal ,c Harpreet Brar b Arshdeep Singh,51,30,38,5,3,170.00
Punjab Kings VS Rajasthan Royals,Sanju Samson (c)†,c sub (R Dhawan) b Chahar,2,3,6,0,0,66.66
Punjab Kings VS Rajasthan Royals,Shimron Hetmyer ,c Dhawan b Curran,46,28,50,4,3,164.28
Punjab Kings VS Rajasthan Royals,Riyan Parag ,c Taide b Rabada,20,12,21,1,2,166.66
Punjab Kings VS Rajasthan Royals,Dhruv Jurel ,not out ,10,4,11,0,1,250.00
Punjab Kings VS Rajasthan Royals,Trent Boult ,not out ,1,2,6,0,0,50.00
Sunrisers Hyderabad VS Royal Challengers Bangalore,Abhishek Sharma ,c Lomror b Bracewell,11,14,22,2,0,78.57
Sunrisers Hyderabad VS Royal Challengers Bangalore,Rahul Tripathi ,c Patel b Bracewell,15,12,25,2,1,125.00
Sunrisers Hyderabad VS Royal Challengers Bangalore,Aiden Markram (c), b Shahbaz Ahmed,18,20,37,0,0,90.00
Sunrisers Hyderabad VS Royal Challengers Bangalore,Heinrich Klaasen †, b Patel,104,51,62,8,6,203.92
Sunrisers Hyderabad VS Royal Challengers Bangalore,Harry Brook ,not out ,27,19,37,2,1,142.10
Sunrisers Hyderabad VS Royal Challengers Bangalore,Glenn Phillips ,c Parnell b Mohammed Siraj,5,4,10,1,0,125.00
Sunrisers Hyderabad VS Royal Challengers Bangalore,Virat Kohli ,c Phillips b Kumar,100,63,82,12,4,158.73
Sunrisers Hyderabad VS Royal Challengers Bangalore,Faf du Plessis (c),c Tripathi b Natarajan,71,47,86,7,2,151.06
Sunrisers Hyderabad VS Royal Challengers Bangalore,Glenn Maxwell ,not out ,5,3,11,1,0,166.66
Sunrisers Hyderabad VS Royal Challengers Bangalore,Michael Bracewell ,not out ,4,4,6,0,0,100.00
Delhi Capitals VS Punjab Kings,David Warner (c),c Dhawan b Curran,46,31,53,5,2,148.38
Delhi Capitals VS Punjab Kings,Prithvi Shaw ,c Taide b Curran,54,38,74,7,1,142.10
Delhi Capitals VS Punjab Kings,Rilee Rossouw ,not out ,82,37,44,6,6,221.62
Delhi Capitals VS Punjab Kings,Phil Salt †,not out ,26,14,21,2,2,185.71
Delhi Capitals VS Punjab Kings,Prabhsimran Singh ,c Dhull b Patel,22,19,40,4,0,115.78
Delhi Capitals VS Punjab Kings,Shikhar Dhawan (c),c Aman Hakim Khan b Sharma,0,1,9,0,0,0.00
Delhi Capitals VS Punjab Kings,Atharva Taide ,retired out ,55,42,67,5,2,130.95
Delhi Capitals VS Punjab Kings,Liam Livingstone ,c Patel b Sharma,94,48,69,5,9,195.83
Delhi Capitals VS Punjab Kings,Jitesh Sharma †,c Ahmed b Nortje,0,3,4,0,0,0.00
Delhi Capitals VS Punjab Kings,M Shahrukh Khan ,c Patel b Ahmed,6,3,7,0,1,200.00
Delhi Capitals VS Punjab Kings,Sam Curran , b Nortje,11,5,13,1,1,220.00
Delhi Capitals VS Punjab Kings,Harpreet Brar ,run out (†Salt/Nortje),0,1,3,0,0,0.00
Delhi Capitals VS Punjab Kings,Rahul Chahar ,not out ,0,0,9,0,0,-
Lucknow Super Giants VS Mumbai Indians,Deepak Hooda ,c David b Behrendorff,5,7,12,0,0,71.42
Lucknow Super Giants VS Mumbai Indians,Quinton de Kock †,c †Ishan Kishan b Chawla,16,15,31,0,2,106.66
Lucknow Super Giants VS Mumbai Indians,Prerak Mankad ,c †Ishan Kishan b Behrendorff,0,1,2,0,0,0.00
Lucknow Super Giants VS Mumbai Indians,Krunal Pandya (c),retired hurt ,49,42,71,1,1,116.66
Lucknow Super Giants VS Mumbai Indians,Marcus Stoinis ,not out ,89,47,80,4,8,189.36
Lucknow Super Giants VS Mumbai Indians,Nicholas Pooran ,not out ,8,8,25,1,0,100.00
Lucknow Super Giants VS Mumbai Indians,Ishan Kishan †,c Naveen-ul-Haq b Ravi Bishnoi,59,39,54,8,1,151.28
Lucknow Super Giants VS Mumbai Indians,Rohit Sharma (c),c Hooda b Ravi Bishnoi,37,25,47,1,3,148.00
Lucknow Super Giants VS Mumbai Indians,Suryakumar Yadav , b Yash Thakur,7,9,22,0,0,77.77
Lucknow Super Giants VS Mumbai Indians,Nehal Wadhera ,c sub (K Gowtham) b Mohsin Khan,16,20,28,2,0,80.00
Lucknow Super Giants VS Mumbai Indians,Tim David ,not out ,32,19,41,1,3,168.42
Lucknow Super Giants VS Mumbai Indians,Vishnu Vinod ,c Pooran b Yash Thakur,2,4,9,0,0,50.00
Lucknow Super Giants VS Mumbai Indians,Cameron Green ,not out ,4,6,17,0,0,66.66
Gujarat Titans VS Sunrisers Hyderabad,Wriddhiman Saha †,c Abhishek Sharma b Kumar,0,3,4,0,0,0.00
Gujarat Titans VS Sunrisers Hyderabad,Shubman Gill ,c Abdul Samad b Kumar,101,58,100,13,1,174.13
Gujarat Titans VS Sunrisers Hyderabad,Sai Sudharsan ,c Natarajan b Jansen,47,36,70,6,1,130.55
Gujarat Titans VS Sunrisers Hyderabad,Hardik Pandya (c),c Tripathi b Kumar,8,6,7,1,0,133.33
Gujarat Titans VS Sunrisers Hyderabad,David Miller ,c Markram b Natarajan,7,5,8,1,0,140.00
Gujarat Titans VS Sunrisers Hyderabad,Rahul Tewatia ,c Jansen b Fazalhaq Farooqi,3,3,7,0,0,100.00
Gujarat Titans VS Sunrisers Hyderabad,Dasun Shanaka ,not out ,9,7,12,1,0,128.57
Gujarat Titans VS Sunrisers Hyderabad,Rashid Khan ,c †Klaasen b Kumar,0,1,2,0,0,0.00
Gujarat Titans VS Sunrisers Hyderabad,Noor Ahmad ,run out (†Klaasen/Kumar),0,1,1,0,0,0.00
Gujarat Titans VS Sunrisers Hyderabad,Mohammed Shami ,c Jansen b Kumar,0,1,3,0,0,0.00
Gujarat Titans VS Sunrisers Hyderabad,Anmolpreet Singh ,c Rashid Khan b Mohammed Shami,5,4,5,1,0,125.00
Gujarat Titans VS Sunrisers Hyderabad,Abhishek Sharma ,c †Saha b Yash Dayal,5,5,10,1,0,100.00
Gujarat Titans VS Sunrisers Hyderabad,Aiden Markram (c),c Shanaka b Mohammed Shami,10,10,19,1,0,100.00
Gujarat Titans VS Sunrisers Hyderabad,Rahul Tripathi ,c Tewatia b Mohammed Shami,1,2,5,0,0,50.00
Gujarat Titans VS Sunrisers Hyderabad,Heinrich Klaasen †,c Miller b Mohammed Shami,64,44,73,4,3,145.45
Gujarat Titans VS Sunrisers Hyderabad,Sanvir Singh ,c Sai Sudharsan b Sharma,7,6,12,0,1,116.66
Gujarat Titans VS Sunrisers Hyderabad,Abdul Samad ,c sub (Shivam Mavi) b Sharma,4,3,5,1,0,133.33
Gujarat Titans VS Sunrisers Hyderabad,Marco Jansen ,c Pandya b Sharma,3,6,11,0,0,50.00
Gujarat Titans VS Sunrisers Hyderabad,Bhuvneshwar Kumar ,c Rashid Khan b Sharma,27,26,51,3,0,103.84
Gujarat Titans VS Sunrisers Hyderabad,Mayank Markande ,not out ,18,9,17,2,1,200.00
Chennai Super Kings VS Kolkata Knight Riders,Ruturaj Gaikwad ,c Arora b Varun,17,13,19,2,0,130.76
Chennai Super Kings VS Kolkata Knight Riders,Devon Conway ,c Singh b Thakur,30,28,51,3,0,107.14
Chennai Super Kings VS Kolkata Knight Riders,Ajinkya Rahane ,c Roy b Varun,16,11,24,1,1,145.45
Chennai Super Kings VS Kolkata Knight Riders,Ambati Rayudu , b Narine,4,7,14,0,0,57.14
Chennai Super Kings VS Kolkata Knight Riders,Shivam Dube ,not out ,48,34,55,1,3,141.17
Chennai Super Kings VS Kolkata Knight Riders,Moeen Ali , b Narine,1,2,5,0,0,50.00
Chennai Super Kings VS Kolkata Knight Riders,Ravindra Jadeja ,c Varun b Arora,20,24,43,0,1,83.33
Chennai Super Kings VS Kolkata Knight Riders,MS Dhoni (c)†,not out ,2,3,4,0,0,66.66
Chennai Super Kings VS Kolkata Knight Riders,Jason Roy ,c Pathirana b Chahar,12,15,30,1,0,80.00
Chennai Super Kings VS Kolkata Knight Riders,Rahmanullah Gurbaz †,c Deshpande b Chahar,1,4,8,0,0,25.00
Chennai Super Kings VS Kolkata Knight Riders,Venkatesh Iyer ,c Jadeja b Chahar,9,4,11,2,0,225.00
Chennai Super Kings VS Kolkata Knight Riders,Nitish Rana (c),not out ,57,44,72,6,1,129.54
Chennai Super Kings VS Kolkata Knight Riders,Rinku Singh ,run out (Ali),54,43,54,4,3,125.58
Chennai Super Kings VS Kolkata Knight Riders,Andre Russell ,not out ,2,2,9,0,0,100.00
Royal Challengers Bangalore VS Rajasthan Royals,Virat Kohli ,c Jaiswal b Asif,18,19,31,1,0,94.73
Royal Challengers Bangalore VS Rajasthan Royals,Faf du Plessis (c),c Jaiswal b Asif,55,44,65,3,2,125.00
Royal Challengers Bangalore VS Rajasthan Royals,Glenn Maxwell , b Sandeep Sharma,54,33,51,5,3,163.63
Royal Challengers Bangalore VS Rajasthan Royals,Mahipal Lomror ,c Jurel b Zampa,1,2,5,0,0,50.00
Royal Challengers Bangalore VS Rajasthan Royals,Dinesh Karthik †,lbw b Zampa,0,2,3,0,0,0.00
Royal Challengers Bangalore VS Rajasthan Royals,Michael Bracewell ,not out ,9,9,21,0,0,100.00
Royal Challengers Bangalore VS Rajasthan Royals,Anuj Rawat ,not out ,29,11,12,3,2,263.63
Royal Challengers Bangalore VS Rajasthan Royals,Yashasvi Jaiswal ,c Kohli b Mohammed Siraj,0,2,4,0,0,0.00
Royal Challengers Bangalore VS Rajasthan Royals,Jos Buttler ,c Mohammed Siraj b Parnell,0,2,10,0,0,0.00
Royal Challengers Bangalore VS Rajasthan Royals,Sanju Samson (c)†,c Anuj Rawat b Parnell,4,5,10,1,0,80.00
Royal Challengers Bangalore VS Rajasthan Royals,Joe Root ,lbw b Parnell,10,15,26,1,0,66.66
Royal Challengers Bangalore VS Rajasthan Royals,Devdutt Padikkal ,c Mohammed Siraj b Bracewell,4,4,16,1,0,100.00
Royal Challengers Bangalore VS Rajasthan Royals,Shimron Hetmyer ,c Bracewell b Maxwell,35,19,28,1,4,184.21
Royal Challengers Bangalore VS Rajasthan Royals,Dhruv Jurel ,c Lomror b Bracewell,1,7,6,0,0,14.28
Royal Challengers Bangalore VS Rajasthan Royals,Ravichandran Ashwin ,run out (Mohammed Siraj/Anuj Rawat),0,0,7,0,0,-
Royal Challengers Bangalore VS Rajasthan Royals,Adam Zampa , b Sharma,2,6,10,0,0,33.33
Royal Challengers Bangalore VS Rajasthan Royals,Sandeep Sharma ,not out ,0,1,4,0,0,0.00
Royal Challengers Bangalore VS Rajasthan Royals,KM Asif ,c Kohli b Sharma,0,2,3,0,0,0.00
Punjab Kings VS Delhi Capitals,Prabhsimran Singh , b Mukesh Kumar,103,65,87,10,6,158.46
Punjab Kings VS Delhi Capitals,Shikhar Dhawan (c),c Rossouw b Sharma,7,5,9,0,1,140.00
Punjab Kings VS Delhi Capitals,Liam Livingstone , b Sharma,4,5,15,1,0,80.00
Punjab Kings VS Delhi Capitals,Jitesh Sharma †, b Patel,5,5,8,1,0,100.00
Punjab Kings VS Delhi Capitals,Sam Curran ,c Aman Hakim Khan b Dubey,20,24,39,1,0,83.33
Punjab Kings VS Delhi Capitals,Harpreet Brar ,c Marsh b Kuldeep Yadav,2,5,9,0,0,40.00
Punjab Kings VS Delhi Capitals,M Shahrukh Khan ,run out (†Salt/Ahmed),2,4,22,0,0,50.00
Punjab Kings VS Delhi Capitals,Sikandar Raza ,not out ,11,7,11,0,1,157.14
Punjab Kings VS Delhi Capitals,Rishi Dhawan ,not out ,0,0,1,0,0,-
Punjab Kings VS Delhi Capitals,David Warner (c),lbw b Harpreet Brar,54,27,49,10,1,200.00
Punjab Kings VS Delhi Capitals,Phil Salt †, b Harpreet Brar,21,17,31,3,0,123.52
Punjab Kings VS Delhi Capitals,Mitchell Marsh ,lbw b Chahar,3,4,7,0,0,75.00
Punjab Kings VS Delhi Capitals,Rilee Rossouw ,c Sikandar Raza b Harpreet Brar,5,5,6,1,0,100.00
Punjab Kings VS Delhi Capitals,Axar Patel ,lbw b Chahar,1,2,12,0,0,50.00
Punjab Kings VS Delhi Capitals,Manish Pandey , b Harpreet Brar,0,3,7,0,0,0.00
Punjab Kings VS Delhi Capitals,Aman Hakim Khan ,c Harpreet Brar b Ellis,16,18,24,1,1,88.88
Punjab Kings VS Delhi Capitals,Praveen Dubey , b Ellis,16,20,29,2,0,80.00
Punjab Kings VS Delhi Capitals,Kuldeep Yadav ,not out ,10,17,21,0,0,58.82
Punjab Kings VS Delhi Capitals,Mukesh Kumar ,not out ,6,7,12,0,0,85.71
Sunrisers Hyderabad VS Lucknow Super Giants,Anmolpreet Singh ,c & b Mishra,36,27,46,7,0,133.33
